"","Ticker_x","SimFinId","Report.Date","Fiscal.Year","Current.Ratio","Quick.Ratio","Total.Debt.Ratio","Debt.to.Asset.Ratio","Cash.Coverage.Ratio","Interest.Coverage.Ratio","Current.Ratio.T","Current.Ratio.out","Quick.Ratio.T","Quick.Ratio.Out","Total.Debt.Ratio.T","Total.Debt.Ratio.out","Debt.to.Asset.Ratio.T","Debt.to.Asset.Ratio.out","Cash.Coverage.Ratio.T","Cash.Coverage.Ratio.out","Interest.Coverage.Ratio.T","Interest.Coverage.Ratio.out"
"7380","PAYC",746934,"12/31/15",2015,1.046189,0.072942,0.887853,0.029364,30.733006,24.131044,0.0451540376570799,0,-2.61809067418043,0,-0.118949090233855,0,-3.5279858447336,0,8.33326626815081,0,8.66942163246861,0
"7381","PAYC",746934,"12/31/16",2016,1.029691,0.068414,0.891966,0.02765,111.362934,98.204633,0.0292587572325423,0,-2.68217779693482,0,-0.114327263720512,0,-3.58812955101379,0,8.35246309768389,0,8.68206414035645,0
"7382","PAYC",746934,"12/31/17",2017,1.031674,0.041795,0.818566,0.022773,163.671789,142.381998,0.0311827256822816,0,-3.17497856383102,0,-0.200201250113308,0,-3.7821796552794,0,8.36472284979632,0,8.68952871971654,0
"7383","PAYC",746934,"12/31/18",2018,1.034938,0.047762,0.780046,0.022596,265.498695,226.781984,0.0343415215414106,0,-3.04152493472767,0,-0.248402386678444,0,-3.78998237951912,0,8.38816562873474,0,8.70363657247594,0
"7413","PCMI",898543,"12/31/11",2011,1.170685,0.819815,0.718195,0.032011,5.807247,2.748782,0.15758904757439,0,-0.198676573933645,0,-0.331014159063455,0,-3.44167568525091,0,8.32725645186014,0,8.66574228854661,0
"7414","PCMI",898543,"12/31/12",2012,1.243807,0.865394,0.682527,0.048018,6.860195,3.563967,0.218176837586271,0,-0.144570384425464,0,-0.381953192265955,0,-3.03617933836917,0,8.32751105872503,0,8.66588280966838,0
"7415","PCMI",898543,"12/31/13",2013,1.203579,0.727226,0.710774,0.044648,8.997006,5.45509,0.185299617964512,0,-0.318517983182654,0,-0.341400761873746,0,-3.108945765496,0,8.32802754864578,0,8.66620872434503,0
"7416","PCMI",898543,"12/31/14",2014,1.294122,0.966862,0.657453,0.067206,8.678616,4.938679,0.257832472932806,0,-0.0336995031233475,0,-0.419382000374975,0,-2.69999274972448,0,8.32795060731087,0,8.66611973701432,0
"7417","PCMI",898543,"12/31/15",2015,0.979398,0.791693,0.817528,0.05726,-3.436528,-6.601554,-0.0208171817825765,0,-0.233581588576817,0,-0.201470126032747,0,-2.86015297931217,0,8.3250184846597,0,8.66412906921046,0
"7418","PCMI",898543,"12/31/16",2016,0.989459,0.772322,0.796016,0.047503,8.332237,5.737465,-0.0105969498661891,0,-0.258353717473141,0,-0.228135992837254,0,-3.04696241204118,0,8.32786689549988,0,8.66625737952133,0
"7419","PCMI",898543,"12/31/17",2017,0.986441,0.788294,0.827591,0.048975,3.142767,1.346339,-0.0136517627078995,0,-0.23788416226073,0,-0.189236207988633,0,-3.01644531515153,0,8.32661188065917,0,8.66550049001096,0
"7420","PCMI",898543,"12/31/18",2018,1.037683,0.902794,0.787928,0.045482,5.712207,4.295383,0.0369903431107841,0,-0.102260880051094,0,-0.238348563857177,0,-3.0904386356929,0,8.32723346763368,0,8.66600887393354,0
"7434","PDFS",606334,"12/31/11",2011,5.27613,4.998431,0.235817,6.801667,0.158848,0.14298,1.66319287443021,0,1.60912406318858,0,-1.44469919848183,0,1.91716772919725,0,8.32588953963265,0,8.66529296940521,0
"7435","PDFS",606334,"12/31/12",2012,5.208549,4.853082,0.186705,4.086933,0.742568,0.724809,1.65030131409707,0,1.57961396704522,0,-1.67822544786109,0,1.40779481100514,0,8.32603088643772,0,8.6653933118444,0
"7436","PDFS",606334,"12/31/13",2013,10.396565,9.654259,0.108835,3.344501,1.140908,1.092959,2.34147546312854,0,2.26739916513615,0,-2.21792230511534,0,1.20731750457464,0,8.32612733232343,0,8.66545679792558,0
"7437","PDFS",606334,"12/31/14",2014,12.868905,12.365919,0.088003,2.847677,1.034826,0.965277,NA,1,NA,1,-2.43038437417592,0,1.04650357419665,0,8.32610164871027,0,8.665434780102,0
"7438","PDFS",606334,"12/31/15",2015,11.292958,11.040122,0.091057,2.638114,0.754268,0.663081,2.42417934561658,0,NA,1,-2.39626959492899,0,0.970064267917883,0,8.32603371936859,0,8.66538266668869,0
"7439","PDFS",606334,"12/31/16",2016,9.193338,8.905302,0.105816,2.284687,0.566126,0.443528,2.21847909131113,0,2.1866468296983,0,-2.24605354225839,0,0.826229034657163,0,8.32598816341433,0,8.66534480327888,0
"7440","PDFS",606334,"12/31/17",2017,8.346489,8.088354,0.115124,2.269294,0.169827,0.006481,2.12184097139475,0,2.09042524930635,0,-2.16174547065503,0,0.819468769902812,0,8.32589219836319,0,8.66526942728022,0
"7441","PDFS",606334,"12/31/18",2018,8.051055,7.561399,0.11558,2.252376,-0.150481,-0.320007,2.08580313874402,0,2.02305622598132,0,-2.15779234809251,0,0.811985659040546,0,8.32581462804174,0,8.66521311530579,0
"7455","PEGA",448267,"12/31/11",2011,1.630715,1.474393,0.453105,1.464028,72.31921174,48.54982858,0.489018568946498,0,0.388246379668229,0,-0.791631392278339,0,0.381191541039286,0,8.34321335633506,0,8.67360699334915,0
"7456","PEGA",448267,"12/31/12",2012,1.798614,1.657057,0.461926,1.294912,72.31921174,48.54982858,0.587016368299853,0,0.505043137369976,0,-0.772350573889662,0,0.258442739174592,0,8.34321335633506,0,8.67360699334915,0
"7457","PEGA",448267,"12/31/13",2013,1.828963,1.69305,0.493387,1.099066,72.31921174,48.54982858,0.603749139570427,0,0.526531636087608,0,-0.706461423024829,0,0.0944607282133656,0,8.34321335633506,0,8.67360699334915,0
"7458","PEGA",448267,"12/31/14",2014,1.711782,1.594116,0.498631,1.020076,72.31921174,48.54982858,0.537534933162978,0,0.466319350618573,0,-0.695888935737963,0,0.0198771343243837,0,8.34321335633506,0,8.67360699334915,0
"7459","PEGA",448267,"12/31/15",2015,1.671052,1.612812,0.485695,0.961915,72.31921174,48.54982858,0.513453368219433,0,0.477979239343423,0,-0.72217442410385,0,-0.0388291898085499,0,8.34321335633506,0,8.67360699334915,0
"7460","PEGA",448267,"12/31/16",2016,1.478864,1.387227,0.486923,0.929528,72.31921174,48.54982858,0.391274225477644,0,0.327306790522546,0,-0.719649279283348,0,-0.0730783485519171,0,8.34321335633506,0,8.67360699334915,0
